RI,table,variable,type
ACTRIS,actris-in-situ,pp_DDT_precip_tot,double
ACTRIS,actris-in-situ,pyrene_precip,double
ACTRIS,actris-in-situ,pyrene_precip_tot,double
ACTRIS,actris-in-situ,carbon_monoxide_stddev,double
ACTRIS,actris-in-situ,1-3-dichlorobenzene,double
ACTRIS,actris-in-situ,PCB_55,double
ACTRIS,actris-in-situ,carbon_monoxide_max,double
ACTRIS,actris-in-situ,carbon_monoxide_min,double
ACTRIS,actris-in-situ,nitrogen_dioxide_amean,double
ACTRIS,actris-in-situ,nitrogen_dioxide_stddev,double
ACTRIS,actris-in-situ,nitrogen_monoxide_amean,double
ACTRIS,actris-in-situ,nitrogen_monoxide_stddev,double
ACTRIS,actris-in-situ,PFBA,double
ACTRIS,actris-in-situ,PFBS,double
ACTRIS,actris-in-situ,PFDA,double
ACTRIS,actris-in-situ,PFDS,double
ACTRIS,actris-in-situ,PFDoDA,double
ACTRIS,actris-in-situ,PFHpS,double
ACTRIS,actris-in-situ,PFNA,double
ACTRIS,actris-in-situ,PFPeA,double
ACTRIS,actris-in-situ,PFTeDA,double
ACTRIS,actris-in-situ,PFTrDA,double
ACTRIS,actris-in-situ,PFUnA,double
ACTRIS,actris-in-situ,1-2-3-trimethylbenzene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,1-2-3-trimethylbenzene_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,1-2-3-trimethylbenzene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,1-2-3-trimethylbenzene_ug_per_m3_stddev,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_ug_per_m3_amean,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_ug_per_m3_stddev,double
ACTRIS,actris-in-situ,1-3-5-trimethylbenzene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,1-3-5-trimethylbenzene_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,1-3-5-trimethylbenzene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,1-3-5-trimethylbenzene_ug_per_m3_stddev,double
ACTRIS,actris-in-situ,2-2-4-trimethylpentane_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,2-2-4-trimethylpentane_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,benzene_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,benzene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,ethylbenzene_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,ethylbenzene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,isoprene_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,isoprene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,m-p-xylene_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,m-p-xylene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,n-heptane_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,n-heptane_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,n-octane_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,n-octane_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,o-xylene_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,o-xylene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,toluene_ng_per_m3_stddev,double
ACTRIS,actris-in-situ,toluene_pmol_per_mol_stddev,double
ACTRIS,actris-in-situ,aluminium_amean,double
ACTRIS,actris-in-situ,aluminium_uncertainty,double
ACTRIS,actris-in-situ,arsenic_uncertainty,double
ACTRIS,actris-in-situ,cadmium_uncertainty,double
ACTRIS,actris-in-situ,copper_uncertainty,double
ACTRIS,actris-in-situ,iron_uncertainty,double
ACTRIS,actris-in-situ,manganese_uncertainty,double
ACTRIS,actris-in-situ,vanadium_uncertainty,double
ACTRIS,actris-in-situ,zinc_uncertainty,double
ACTRIS,actris-in-situ,sulphate_total_ug S_per_m3_0,double
ACTRIS,actris-in-situ,sulphate_total_ug S_per_m3_1,double
ACTRIS,actris-in-situ,sulphate_total_ug_per_m3_0,double
ACTRIS,actris-in-situ,sulphate_total_ug_per_m3_1,double
ACTRIS,actris-in-situ,acetonitrile_amean,double
ACTRIS,actris-in-situ,acetonitrile_ExpUnc2s,double
ACTRIS,actris-in-situ,acetonitrile_precision,double
ACTRIS,actris-in-situ,ethanol_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,ethanol_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,isoheptanes_precision,double
ACTRIS,actris-in-situ,isohexanes_precision,double
ACTRIS,actris-in-situ,methanol_ExpUnc2s,double
ACTRIS,actris-in-situ,n-propanol_nmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,n-propanol_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,BDE_17,double
ACTRIS,actris-in-situ,PCB_197,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_ug_per_m3_precision,double
ACTRIS,actris-in-situ,camphene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,camphene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,camphene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,camphene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,camphene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,camphene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,linalool_ng_per_m3_amean,double
ACTRIS,actris-in-situ,linalool_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,linalool_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,linalool_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,linalool_ng_per_m3_precision,double
ACTRIS,actris-in-situ,linalool_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,myrcene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,myrcene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,sabinene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,sabinene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,styrene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,styrene_ug_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,terpinolene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,terpinolene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,terpinolene_ng_per_m3_ExpUnc2s,double
ACTRIS,actris-in-situ,terpinolene_pmol_per_mol_ExpUnc2s,double
ACTRIS,actris-in-situ,terpinolene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,terpinolene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,1-methylanthracene,double
ACTRIS,actris-in-situ,PCB_205,double
ACTRIS,actris-in-situ,Tower inlet height,double
ACTRIS,actris-in-situ,carbon_dioxide_stddev,double
ACTRIS,actris-in-situ,NOx_nmol_per_mol_det_lim,double
ACTRIS,actris-in-situ,NOx_ug N_per_m3_det_lim,double
ACTRIS,actris-in-situ,pm10_mass_0,double
ACTRIS,actris-in-situ,pm10_mass_1,double
ACTRIS,actris-in-situ,PCB_56+60,double
ACTRIS,actris-in-situ,methansulphonate,double
ACTRIS,actris-in-situ,BDE_190,double
ACTRIS,actris-in-situ,2-methylerythritol_amean,double
ACTRIS,actris-in-situ,2-methylerythritol_det_lim,double
ACTRIS,actris-in-situ,2-methylthreitol_amean,double
ACTRIS,actris-in-situ,2-methylthreitol_det_lim,double
ACTRIS,actris-in-situ,arabitol_amean,double
ACTRIS,actris-in-situ,arabitol_det_lim,double
ACTRIS,actris-in-situ,erythritol_amean,double
ACTRIS,actris-in-situ,erythritol_det_lim,double
ACTRIS,actris-in-situ,fructose_amean,double
ACTRIS,actris-in-situ,fructose_det_lim,double
ACTRIS,actris-in-situ,galactosan_amean,double
ACTRIS,actris-in-situ,galactosan_det_lim,double
ACTRIS,actris-in-situ,glucose_amean,double
ACTRIS,actris-in-situ,glucose_det_lim,double
ACTRIS,actris-in-situ,inositol_amean,double
ACTRIS,actris-in-situ,inositol_det_lim,double
ACTRIS,actris-in-situ,levoglucosan_det_lim,double
ACTRIS,actris-in-situ,mannitol_amean,double
ACTRIS,actris-in-situ,mannitol_det_lim,double
ACTRIS,actris-in-situ,mannosan_amean,double
ACTRIS,actris-in-situ,mannosan_det_lim,double
ACTRIS,actris-in-situ,trehalose_amean,double
ACTRIS,actris-in-situ,trehalose_det_lim,double
ACTRIS,actris-in-situ,elemental_carbon_pm10_amean,double
ACTRIS,actris-in-situ,elemental_carbon_pm25_amean,double
ACTRIS,actris-in-situ,elemental_carbon_pm10_uncertainty,double
ACTRIS,actris-in-situ,elemental_carbon_pm25_uncertainty,double
ACTRIS,actris-in-situ,organic_carbon_pm10_amean,double
ACTRIS,actris-in-situ,organic_carbon_pm25_amean,double
ACTRIS,actris-in-situ,organic_carbon_pm10_uncertainty,double
ACTRIS,actris-in-situ,organic_carbon_pm25_uncertainty,double
ACTRIS,actris-in-situ,organic_carbon_pm10_max_Fraction,double
ACTRIS,actris-in-situ,organic_carbon_pm25_max_Fraction,double
ACTRIS,actris-in-situ,organic_carbon_pm10_amean_Fraction,double
ACTRIS,actris-in-situ,organic_carbon_pm25_amean_Fraction,double
ACTRIS,actris-in-situ,total_carbon_pm10_amean,double
ACTRIS,actris-in-situ,total_carbon_pm25_amean,double
ACTRIS,actris-in-situ,total_carbon_pm10_uncertainty,double
ACTRIS,actris-in-situ,total_carbon_pm25_uncertainty,double
ACTRIS,actris-in-situ,acetate,double
ACTRIS,actris-in-situ,carbonate,double
ACTRIS,actris-in-situ,formate,double
ACTRIS,actris-in-situ,pentachloroanisole,double
ACTRIS,actris-in-situ,PCB_132,double
ACTRIS,actris-in-situ,PCB_70+60_aerosol,double
ACTRIS,actris-in-situ,PCB_70+60_air,double
ACTRIS,actris-in-situ,naphthalene_aerosol,double
ACTRIS,actris-in-situ,naphthalene_air,double
ACTRIS,actris-in-situ,PFOA,double
ACTRIS,actris-in-situ,organic_carbon_corrected_pm10,double
ACTRIS,actris-in-situ,organic_carbon_corrected_pm25,double
ACTRIS,actris-in-situ,titanium_pm10,double
ACTRIS,actris-in-situ,titanium_pm25,double
ACTRIS,actris-in-situ,total_carbon_pm10,double
ACTRIS,actris-in-situ,total_carbon_pm25,double
ACTRIS,actris-in-situ,total_carbon_corrected_pm10,double
ACTRIS,actris-in-situ,total_carbon_corrected_pm25,double
ACTRIS,actris-in-situ,PCB_107,double
ACTRIS,actris-in-situ,PCB_134+131,double
ACTRIS,actris-in-situ,nitrate_aerosol_ug N_per_m3,double
ACTRIS,actris-in-situ,nitrate_pm10_pm25_ug N_per_m3,double
ACTRIS,actris-in-situ,nitrate_aerosol_ug_per_m3,double
ACTRIS,actris-in-situ,nitrate_pm10_pm25_ug_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_pm10_pm25_ug S_per_m3,double
ACTRIS,actris-in-situ,sulphate_total_pm10_pm25_ug_per_m3,double
ACTRIS,actris-in-situ,mercury_GOM,double
ACTRIS,actris-in-situ,1-2-3-trimethylbenzene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,1-2-3-trimethylbenzene_ug_per_m3_accuracy,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,1-2-4-trimethylbenzene_ug_per_m3_accuracy,double
ACTRIS,actris-in-situ,1-3-5-trimethylbenzene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,1-3-5-trimethylbenzene_ug_per_m3_accuracy,double
ACTRIS,actris-in-situ,1-3-butadiene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,1-3-butadiene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,1-butene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,1-butene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,1-butyne_accuracy,double
ACTRIS,actris-in-situ,1-butyne_amean,double
ACTRIS,actris-in-situ,1-butyne_precision,double
ACTRIS,actris-in-situ,1-hexene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,1-hexene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,2-2-3-trimethylbutane_accuracy,double
ACTRIS,actris-in-situ,2-2-3-trimethylbutane_amean,double
ACTRIS,actris-in-situ,2-2-3-trimethylbutane_precision,double
ACTRIS,actris-in-situ,2-2-4-trimethylpentane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,2-2-4-trimethylpentane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,2-2-dimethylbutane_accuracy,double
ACTRIS,actris-in-situ,2-2-dimethylpentane_accuracy,double
ACTRIS,actris-in-situ,2-2-dimethylpentane_amean,double
ACTRIS,actris-in-situ,2-2-dimethylpentane_precision,double
ACTRIS,actris-in-situ,2-2-dimethylpropane_accuracy,double
ACTRIS,actris-in-situ,2-2-dimethylpropane_amean,double
ACTRIS,actris-in-situ,2-2-dimethylpropane_precision,double
ACTRIS,actris-in-situ,2-3-dimethylbutane_accuracy,double
ACTRIS,actris-in-situ,2-3-dimethylpentane_accuracy,double
ACTRIS,actris-in-situ,2-4-dimethylpentane_accuracy,double
ACTRIS,actris-in-situ,2-methylbutane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,2-methylbutane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,2-methylhexane_accuracy,double
ACTRIS,actris-in-situ,2-methylpentane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,2-methylpentane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,2-methylpropane_accuracy,double
ACTRIS,actris-in-situ,2-methylpropene_accuracy,double
ACTRIS,actris-in-situ,3-3-dimethylpentane_accuracy,double
ACTRIS,actris-in-situ,3-3-dimethylpentane_amean,double
ACTRIS,actris-in-situ,3-3-dimethylpentane_precision,double
ACTRIS,actris-in-situ,3-methyl-1-butene_accuracy,double
ACTRIS,actris-in-situ,3-methyl-1-butene_amean,double
ACTRIS,actris-in-situ,3-methyl-1-butene_precision,double
ACTRIS,actris-in-situ,3-methylpentane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,3-methylpentane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,benzene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,benzene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,cis-2-butene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,cis-2-butene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,cis-2-pentene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,cis-2-pentene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,cyclo-hexane_accuracy,double
ACTRIS,actris-in-situ,cyclo-pentene_accuracy,double
ACTRIS,actris-in-situ,cyclo-pentene_amean,double
ACTRIS,actris-in-situ,cyclo-pentene_precision,double
ACTRIS,actris-in-situ,ethane_accuracy,double
ACTRIS,actris-in-situ,ethene_accuracy,double
ACTRIS,actris-in-situ,ethylbenzene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,ethylbenzene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,ethyne_accuracy,double
ACTRIS,actris-in-situ,isoprene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,isoprene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,m-p-xylene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,m-p-xylene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,n-butane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,n-butane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,n-heptane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,n-heptane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,n-hexane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,n-hexane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,n-octane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,n-octane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,n-pentane_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,n-pentane_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,o-xylene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,o-xylene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,propane_accuracy,double
ACTRIS,actris-in-situ,propene_accuracy,double
ACTRIS,actris-in-situ,propyne_accuracy,double
ACTRIS,actris-in-situ,toluene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,toluene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,trans-2-butene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,trans-2-butene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,trans-2-butene_ng_per_m3_amean,double
ACTRIS,actris-in-situ,trans-2-butene_pmol_per_mol_amean,double
ACTRIS,actris-in-situ,trans-2-butene_ng_per_m3_precision,double
ACTRIS,actris-in-situ,trans-2-butene_pmol_per_mol_precision,double
ACTRIS,actris-in-situ,trans-2-pentene_ng_per_m3_accuracy,double
ACTRIS,actris-in-situ,trans-2-pentene_pmol_per_mol_accuracy,double
ACTRIS,actris-in-situ,CFC-11,double
ACTRIS,actris-in-situ,CFC-113,double
ACTRIS,actris-in-situ,CFC-115,double
ACTRIS,actris-in-situ,CFC-12,double
ACTRIS,actris-in-situ,H-1211,double
ACTRIS,actris-in-situ,H-1301,double
ACTRIS,actris-in-situ,H-2402,double
ACTRIS,actris-in-situ,HCFC-141b,double
ACTRIS,actris-in-situ,HCFC-142b,double
ACTRIS,actris-in-situ,HCFC-22,double
ACTRIS,actris-in-situ,HFC-125,double
ACTRIS,actris-in-situ,HFC-134a,double
ACTRIS,actris-in-situ,HFC-143a,double
ACTRIS,actris-in-situ,HFC-152a,double
ACTRIS,actris-in-situ,HFC-227ea,double
ACTRIS,actris-in-situ,HFC-23,double
ACTRIS,actris-in-situ,HFC-236fa,double
ACTRIS,actris-in-situ,HFC-245fa,double
ACTRIS,actris-in-situ,HFC-32,double
ACTRIS,actris-in-situ,HFC-365mfc,double
ACTRIS,actris-in-situ,HFC-4310mee,double
ACTRIS,actris-in-situ,PFC-116,double
ACTRIS,actris-in-situ,PFC-14,double
ACTRIS,actris-in-situ,PFC-218,double
ACTRIS,actris-in-situ,PFC-318,double
ACTRIS,actris-in-situ,bromomethane,double
ACTRIS,actris-in-situ,carbon_tetrachloride,double
ACTRIS,actris-in-situ,chloromethane,double
ACTRIS,actris-in-situ,dibromomethane,double
ACTRIS,actris-in-situ,dichloromethane_ng_per_m3,double
ACTRIS,actris-in-situ,dichloromethane_pmol_per_mol,double
ACTRIS,actris-in-situ,nitrogen_trifluoride,double
ACTRIS,actris-in-situ,sulfur_hexafluoride,double
ACTRIS,actris-in-situ,sulfuryl_fluoride,double
ACTRIS,actris-in-situ,tetrachloroethene_ng_per_m3,double
ACTRIS,actris-in-situ,tetrachloroethene_pmol_per_mol,double
ACTRIS,actris-in-situ,trichloroethane_ng_per_m3,double
ACTRIS,actris-in-situ,trichloroethane_pmol_per_mol,double
ACTRIS,actris-in-situ,trichloroethene_ng_per_m3,double
ACTRIS,actris-in-situ,trichloroethene_pmol_per_mol,double
ACTRIS,actris-in-situ,trichloromethane,double
ACTRIS,actris-in-situ,hydrochloric_acid_nmol_per_mol,double
ACTRIS,actris-in-situ,hydrochloric_acid_ug Cl_per_m3,double
ACTRIS,actris-in-situ,nitric_acid_nmol_per_mol,double
ACTRIS,actris-in-situ,nitric_acid_ug N_per_m3,double
ACTRIS,actris-in-situ,cloud_condensation_nuclei_number_concentration,double
ACTRIS,actris-in-situ,PCB_30,double
ACTRIS,actris-in-situ,ozone_amean,double
ACTRIS,actris-in-situ,ozone_stddev,double
ACTRIS,actris-in-situ,PCB_207,double
ACTRIS,actris-in-situ,HCB_amean,double
ACTRIS,actris-in-situ,HCB_det_lim,double
ACTRIS,actris-in-situ,PCB_101_amean,double
ACTRIS,actris-in-situ,PCB_101_det_lim,double
ACTRIS,actris-in-situ,PCB_118_amean,double
ACTRIS,actris-in-situ,PCB_118_det_lim,double
ACTRIS,actris-in-situ,PCB_138_amean,double
ACTRIS,actris-in-situ,PCB_138_det_lim,double
ACTRIS,actris-in-situ,PCB_153_amean,double
ACTRIS,actris-in-situ,PCB_153_det_lim,double
ACTRIS,actris-in-situ,PCB_180_amean,double
ACTRIS,actris-in-situ,PCB_180_det_lim,double
ACTRIS,actris-in-situ,PCB_28_amean,double
ACTRIS,actris-in-situ,PCB_28_det_lim,double
ACTRIS,actris-in-situ,PCB_52_amean,double
ACTRIS,actris-in-situ,PCB_52_det_lim,double
ACTRIS,actris-in-situ,aldrin_amean,double
ACTRIS,actris-in-situ,aldrin_det_lim,double
ACTRIS,actris-in-situ,alpha_HCH_amean,double
ACTRIS,actris-in-situ,alpha_HCH_det_lim,double
ACTRIS,actris-in-situ,anthracene_amean,double
ACTRIS,actris-in-situ,anthracene_det_lim,double
ACTRIS,actris-in-situ,benzo_ghi_perylene_amean,double
ACTRIS,actris-in-situ,benzo_ghi_perylene_det_lim,double
ACTRIS,actris-in-situ,chrysene_triphenylene_amean,double
ACTRIS,actris-in-situ,chrysene_triphenylene_det_lim,double
ACTRIS,actris-in-situ,dieldrin_amean,double
ACTRIS,actris-in-situ,dieldrin_det_lim,double
ACTRIS,actris-in-situ,endrin_amean,double
ACTRIS,actris-in-situ,endrin_det_lim,double
ACTRIS,actris-in-situ,fluoranthene_amean,double
ACTRIS,actris-in-situ,fluoranthene_det_lim,double
ACTRIS,actris-in-situ,gamma_HCH_amean,double
ACTRIS,actris-in-situ,gamma_HCH_det_lim,double
ACTRIS,actris-in-situ,heptachlor_amean,double
ACTRIS,actris-in-situ,heptachlor_det_lim,double
ACTRIS,actris-in-situ,op_DDD_amean,double
ACTRIS,actris-in-situ,op_DDD_det_lim,double
ACTRIS,actris-in-situ,op_DDE_amean,double
ACTRIS,actris-in-situ,op_DDE_det_lim,double
ACTRIS,actris-in-situ,op_DDT_amean,double
ACTRIS,actris-in-situ,op_DDT_det_lim,double
ACTRIS,actris-in-situ,phenanthrene_amean,double
ACTRIS,actris-in-situ,phenanthrene_det_lim,double
ACTRIS,actris-in-situ,pp_DDD_amean,double
ACTRIS,actris-in-situ,pp_DDD_det_lim,double
ACTRIS,actris-in-situ,pp_DDE_amean,double
ACTRIS,actris-in-situ,pp_DDE_det_lim,double
ACTRIS,actris-in-situ,pp_DDT_amean,double
ACTRIS,actris-in-situ,pp_DDT_det_lim,double
ACTRIS,actris-in-situ,pyrene_amean,double
ACTRIS,actris-in-situ,pyrene_det_lim,double
ACTRIS,actris-in-situ,pm25_mass_amean,double
ACTRIS,actris-in-situ,pm25_mass_det_lim,double
ACTRIS,actris-in-situ,PCB_8+5,double
ACTRIS,actris-in-situ,PCB_137,double
ACTRIS,actris-in-situ,PCB_3,double
ACTRIS,actris-in-situ,hydrochloric_acid,double
ACTRIS,actris-in-situ,ammonium_amean,double
ACTRIS,actris-in-situ,ammonium_stddev,double
ACTRIS,actris-in-situ,nitrate_amean,double
ACTRIS,actris-in-situ,nitrate_stddev,double
ACTRIS,actris-in-situ,sulphate_total_amean,double
ACTRIS,actris-in-situ,sulphate_total_stddev,double
ACTRIS,actris-in-situ,cesium,double
ACTRIS,actris-in-situ,dysprosium,double
ACTRIS,actris-in-situ,europium,double
ACTRIS,actris-in-situ,gadolinium,double
ACTRIS,actris-in-situ,gallium,double
ACTRIS,actris-in-situ,germanium,double
ACTRIS,actris-in-situ,hafnium,double
ACTRIS,actris-in-situ,holmium,double
ACTRIS,actris-in-situ,lutetium,double
ACTRIS,actris-in-situ,neodymium,double
ACTRIS,actris-in-situ,niobium,double
ACTRIS,actris-in-situ,praseodymium,double
ACTRIS,actris-in-situ,samarium,double
ACTRIS,actris-in-situ,tantalum,double
